,precision,recall,f1-score,support
Class 0,1.0,0.75,0.8571428571428571,12.0
Class 1,0.8461538461538461,0.9166666666666666,0.8799999999999999,12.0
Class 2,0.5714285714285714,1.0,0.7272727272727273,12.0
Class 3,0.6666666666666666,0.16666666666666666,0.26666666666666666,12.0
Class 4,0.6153846153846154,0.6666666666666666,0.64,12.0
Class 5,0.4444444444444444,0.3333333333333333,0.380952380952381,12.0
Class 6,0.43478260869565216,0.8333333333333334,0.5714285714285714,12.0
Class 7,0.5,0.16666666666666666,0.25,12.0
Class 8,0.8181818181818182,0.75,0.7826086956521738,12.0
Class 9,1.0,0.4166666666666667,0.5882352941176471,12.0
Class 10,0.5454545454545454,1.0,0.7058823529411764,12.0
Class 11,0.47058823529411764,0.6666666666666666,0.5517241379310345,12.0
Class 12,0.75,0.5,0.6,12.0
Class 13,0.5882352941176471,0.8333333333333334,0.6896551724137931,12.0
Class 14,0.5625,0.75,0.6428571428571429,12.0
Class 15,0.8888888888888888,0.6666666666666666,0.761904761904762,12.0
Class 16,0.6666666666666666,0.8333333333333334,0.7407407407407408,12.0
Class 17,0.5,0.75,0.6,12.0
Class 18,0.6428571428571429,0.75,0.6923076923076924,12.0
Class 21,0.7,0.5833333333333334,0.6363636363636365,12.0
Class 22,1.0,0.5,0.6666666666666666,12.0
Class 23,0.9166666666666666,0.9166666666666666,0.9166666666666666,12.0
Class 24,0.55,0.9166666666666666,0.6874999999999999,12.0
Class 25,0.5454545454545454,0.5,0.5217391304347826,12.0
Class 26,0.875,0.5833333333333334,0.7000000000000001,12.0
Class 27,0.6923076923076923,0.75,0.7199999999999999,12.0
Class 28,0.6923076923076923,0.75,0.7199999999999999,12.0
Class 29,0.6923076923076923,0.75,0.7199999999999999,12.0
micro avg,0.6458923512747875,0.6785714285714286,0.6618287373004353,336.0
macro avg,0.6848670583313898,0.6785714285714285,0.6506541176593256,336.0
weighted avg,0.6848670583313898,0.6785714285714286,0.6506541176593256,336.0
